,JCAT,Name
898,F01571,内蒙古一号卫星
899,F01579,天书
900,F01589,吉林一号魔方01A
901,S00002,Простейший Спутник 1
902,S00003,Простейший Спутник 2
903,S00008,3-я Советский ИСЗ
904,S00021,3-я космическая ракета
905,S00036,1-й корабль-спутник
906,S00055,2-й Корабль-Спутник
907,S00065,3-й Корабль-Спутник
908,S00071,Тяжелой Спутник
909,S00080,"Автоматическая межпланетная станция ""Венера"""
910,S00091,4-й Корабль-Спутник
911,S00095,5-й Корабль-Спутник
912,S00103,Восток
913,S00112,1-я космическая ракета
914,S00114,2-я космическая ракета
915,S00168,Восток-2
916,S00266,Космос-1
917,S00269,Космос-2
918,S00281,Космос-3
919,S00287,Космос-4
920,S00297,Космос-5
921,S00338,Космос-6
922,S00346,Космос-7
923,S00363,Восток-3
924,S00365,Восток-4
925,S00367,Космос-8
926,S00371,Тяжелой Спутник
927,S00381,Тяжелой Спутник
928,S00389,Тяжелой Спутник
929,S00422,Космос-9
930,S00437,Космос-10
931,S00441,Космос-11
932,S00443,Тяжелой Спутник
933,S00450,"Автоматическая межпланетная станция ""Марс"""
934,S00451,Тяжелой Спутник
935,S00517,Космос-12
936,S00522,Тяжелой Спутник
937,S00554,Космос-13
938,S00566,Луна-4
939,S00567,Космос-14
940,S00569,Космос-15
941,S00571,Космос-16
942,S00580,Космос-17
943,S00586,Космос-18
944,S00591,Восток-5
945,S00595,Восток-6
946,S00632,Космос-19
947,S00673,Космос-20
948,S00683,Полёт-1
949,S00687,Космос-21
950,S00689,Космос-22
951,S00707,Космос-23
952,S00712,Космос-24
953,S00746,Электрон-1
954,S00748,Электрон-2
955,S00757,Космос-25
956,S00766,Космос-26
957,S00772,Космос-27
958,S00779,Космос-28
959,S00784,Полёт-2
960,S00785,Зонд
961,S00791,Космос-29
962,S00797,Космос-30
963,S00803,Космос-31
964,S00807,Космос-32
965,S00816,Космос-33
966,S00822,Космос-34
967,S00829,Электрон-3
968,S00830,Электрон-4
969,S00833,Космос-35
970,S00844,Космос-36
971,S00848,Космос-37
972,S00853,Космос-38
973,S00854,Космос-39
974,S00855,Космос-40
975,S00864,Космос-42
976,S00867,Космос-43
977,S00869,Космос-41
978,S00876,Космос-44
979,S00880,Космос-45
980,S00885,Космос-46
981,S00891,Космос-47
982,S00904,Восход
983,S00908,Космос-48
984,S00913,Космос-49
985,S00919,Космос-50
986,S00945,Зонд-2
987,S00947,Космос-51
988,S00968,Космос-52
989,S00983,Космос-53
990,S01089,Космос-54
991,S01090,Космос-55
992,S01091,Космос-56
993,S01093,Космос-57
994,S01097,Космос-58
995,S01191,Космос-59
996,S01246,Космос-60
997,S01267,Космос-61
998,S01268,Космос-62
999,S01269,Космос-63
1000,S01274,Восход-2
1001,S01305,Космос-64
1002,S01320,Космос-65
1003,S01324,Молния-1
1004,S01362,Космос-66
1005,S01366,Луна-5
1006,S01382,Космос-67
1007,S01393,Луна-6
1008,S01404,Космос-68
1009,S01421,Космос-69
1010,S01431,Космос-70
1011,S01441,Космос-71
1012,S01442,Космос-72
1013,S01443,Космос-73
1014,S01444,Космос-74
1015,S01445,Космос-75
1016,S01454,Зонд-3
1017,S01464,Космос-76
1018,S01466,Протон
1019,S01469,Космос-77
1020,S01505,Космос-78
1021,S01523,Космос-79
1022,S01570,Космос-80
1023,S01571,Космос-81
1024,S01572,Космос-82
1025,S01573,Космос-83
1026,S01574,Космос-84
1027,S01578,Космос-85
1028,S01584,Космос-86
1029,S01585,Космос-87
1030,S01586,Космос-88
1031,S01587,Космос-89
1032,S01588,Космос-90
1033,S01603,Космос-91
1034,S01610,Луна-7
1035,S01621,Молния-1
1036,S01626,Космос-92
1037,S01629,Космос-93
1038,S01636,Космос-94
1039,S01701,Протон-2
1040,S01706,Космос-95
1041,S01730,Венера-2
1042,S01733,Венера-3
1043,S01742,Космос-96
1044,S01777,Космос-97
1045,S01778,Astérix
1046,S01780,Космос-98
1047,S01810,Луна-8
1048,S01817,Космос-99
1049,S01843,Космос-100
1050,S01846,Космос-101
1051,S01867,Космос-102
1052,S01868,Космос-103
1053,S01903,Космос-104
1054,S01945,Космос-105
1055,S01949,Космос-106
1056,S01954,Луна-9
1057,S01998,Космос-107
1058,S02002,Космос-108
1059,S02019,Космос-109
1060,S02070,Космос-110
1061,S02093,Космос-111
1062,S02107,Космос-112
1063,S02114,Космос-113
1064,S02126,Луна-10
1065,S02133,Космос-114
1066,S02147,Космос-115
1067,S02151,Молния-1
1068,S02152,Космос-116
1069,S02163,Космос-117
1070,S02168,Космос-118
1071,S02182,Космос-119
1072,S02196,Космос-120
1073,S02210,Космос-121
1074,S02254,Космос-122
1075,S02290,Протон-3
1076,S02295,Космос-123
1077,S02325,Космос-124
1078,S02351,Космос-125
1079,S02368,Космос-126
1080,S02391,Космос-127
1081,S02406,Луна-11
1082,S02409,Космос-128
1083,S02437,ОГЧ
1084,S02491,Космос-129
1085,S02501,Молния-1
1086,S02502,Космос-130
1087,S02508,Луна-12
1088,S02543,ОГЧ
1089,S02568,Космос-131
1090,S02599,Космос-132
1091,S02601,Космос-133
1092,S02603,Космос-134
1093,S02612,Космос-135
1094,S02624,Космос-136
1095,S02626,Луна-13
1096,S02627,Космос-137
1097,S02646,Космос-138
1098,S02656,Космос-139
1099,S02667,Космос-140
1100,S02670,Космос-141
1101,S02674,Diadème 1
1102,S02678,Космос-142
1103,S02680,Diadème 2
1104,S02693,Космос-143
1105,S02695,Космос-144
1106,S02697,Космос-145
1107,S02705,Космос-146
1108,S02710,Космос-147
1109,S02712,Космос-148
1110,S02714,Космос-149
1111,S02715,Космос-150
1112,S02720,Космос-151
1113,S02722,Космос-152
1114,S02740,Космос-153
1115,S02746,Космос-154
1116,S02750,Космос-155
1117,S02759,Союз-1
1118,S02762,Космос-156
1119,S02781,Космос-157
1120,S02801,Космос-158
1121,S02805,Космос-159
1122,S02806,Космос-160
1123,S02812,Космос-161
1124,S02822,Молния-1
1125,S02827,Космос-162
1126,S02832,Космос-163
1127,S02836,Космос-164
1128,S02840,Венера-4
1129,S02842,Космос-165
1130,S02848,Космос-166
1131,S02852,Космос-167
1132,S02869,Космос-168
1133,S02878,Космос-169
1134,S02902,Космос-170
1135,S02911,Космос-171
1136,S02914,Космос-172
1137,S02921,Космос-173
1138,S02925,Космос-174
1139,S02939,Космос-175
1140,S02942,Космос-176
1141,S02947,Космос-177
1142,S02951,Космос-178
1143,S02962,Космос-179
1144,S02966,Космос-180
1145,S02973,Молния-1
1146,S02981,Космос-181
1147,S02995,Космос-182
1148,S03001,Космос-183
1149,S03008,Молния-1
1150,S03010,Космос-184
1151,S03013,Космос-185
1152,S03014,Космос-186
1153,S03016,Космос-187
1154,S03020,Космос-188
1155,S03021,Космос-189
1156,S03026,Космос-190
1157,S03043,Космос-191
1158,S03047,Космос-192
1159,S03052,Космос-193
1160,S03055,Космос-194
1161,S03071,Космос-195
1162,S03074,Космос-196
1163,S03079,Космос-197
1164,S03081,Космос-198 РОЧ
1165,S03100,Космос-200
1166,S03115,Космос-199
1167,S03118,Космос-201
1168,S03128,Космос-202
1169,S03129,Космос-203
1170,S03134,Зонд-4
1171,S03139,Космос-204
1172,S03140,Космос-205
1173,S03150,Космос-206
1174,S03154,Космос-207
1175,S03156,Космос-208
1176,S03158,Космос-209
1177,S03167,Наука
1178,S03168,Космос-210
1179,S03178,Луна-14
1180,S03181,Космос-211
1181,S03183,Космос-212
1182,S03193,Космос-213
1183,S03203,Космос-214
1184,S03205,Космос-215
1185,S03207,Космос-216
1186,S03209,Молния-1
1187,S03216,Космос-217
1188,S03217,Космос-218
1189,S03220,Космос-219
1190,S03229,Космос-220
1191,S03269,Космос-221
1192,S03272,Космос-222
1193,S03274,Космос-223
1194,S03276,Космос-224
1195,S03279,Космос-225
1196,S03282,Космос-226
1197,S03294,Космос-227
1198,S03298,Космос-228
1199,S03304,Космос-229
1200,S03306,Капсула Космоса-228
1201,S03308,Космос-230
1202,S03310,Молния-1
1203,S03316,Космос-231
1204,S03322,Космос-232
1205,S03326,Космос-233
1206,S03332,Космос-234
1207,S03339,Космос-235
1208,S03347,Космос-236
1209,S03348,Космос-237
1210,S03351,Космос-238
1211,S03353,Космос-239
1212,S03388,Космос-240
1213,S03394,Зонд-5
1214,S03398,Космос-241
1215,S03414,Космос-242
1216,S03418,Космос-243
1217,S03449,Космос-244
1218,S03452,Капсула Космоса-243
1219,S03457,Космос-245
1220,S03469,Молния-1
1221,S03473,Космос-246
1222,S03484,Космос-247
1223,S03503,Космос-248
1224,S03504,Космос-249
1225,S03511,Союз-2
1226,S03516,Союз-3
1227,S03526,Космос-250
1228,S03530,Космос-252
1229,S03535,Зонд-6
1230,S03542,Космос-253
1231,S03544,Протон-4
1232,S03562,Космос-254
1233,S03574,Космос-255
1234,S03576,Космос-256
1235,S03578,Космос-257
1236,S03602,Космос-258
1237,S03612,Космос-259
1238,S03619,Космос-260
1239,S03624,Космос-261
1240,S03629,Космос-262
1241,S03642,Венера-5
1242,S03648,Венера-6
1243,S03651,Космос-263
1244,S03654,Союз-4
1245,S03656,Союз-5
1246,S03667,Космос-264
1247,S03675,Космос-265
1248,S03761,Космос-266
1249,S03765,Космос-267
1250,S03773,Космос-268
1251,S03775,Космос-269
1252,S03777,Космос-270
1253,S03807,Космос-271
1254,S03818,Космос-272
1255,S03831,Космос-273
1256,S03833,Космос-274
1257,S03835,Метеор
1258,S03846,Космос-275
1259,S03854,Космос-276
1260,S03855,Космос-277
1261,S03883,Космос-278
1262,S03885,Молния-1
1263,S03893,Космос-279
1264,S03906,Космос-280
1265,S03939,Космос-281
1266,S03944,Космос-282
1267,S03957,Космос-283
1268,S03971,Космос-284
1269,S03983,Космос-285
1270,S03988,Космос-286
1271,S03991,Космос-287
1272,S03994,Космос-288
1273,S04034,Космос-289
1274,S04036,Луна-15 КТ
1275,S04042,Космос-290
1276,S04043,Молния-1
1277,S04058,Космос-291
1278,S04062,Зонд-7
1279,S04070,Космос-292
1280,S04072,Космос-293
1281,S04074,Космос-294
1282,S04076,Космос-295
1283,S04080,Космос-296
1284,S04082,Космос-297
1285,S04092,Космос-298
1286,S04097,Космос-299
1287,S04104,Космос-300
1288,S04106,Космос-301
1289,S04119,Метеор
1290,S04122,Союз-6
1291,S04124,Союз-7
